x_Br,z_Ge,composition,Eg_eV,Ehull_proxy_eV_atom,Eox_proxy_eV_per_Sn,tolerance_factor,S_gap_single,S_hull,S_ox,S_strain,Score_single,Score_tandem,Rank_single,Rank_tandem,P_top1_single,P_top5_single,P_top10_single,P_top20_single,mean_rank_single,P_top1_tandem,P_top5_tandem,P_top10_tandem,P_top20_tandem,mean_rank_tandem,P_top1_descriptor_stress,P_top10_descriptor_stress,mean_rank_descriptor_stress
0.1,0.35,CsSn0.65Ge0.35(I0.90Br0.10)3,1.4895500000000002,0.007647159999999999,-0.8968710000000002,0.8966781630428753,0.6083502462289083,0.7749898601953122,0.6576108079027485,0.9971608198206691,0.7456687867884164,0.6601595287725446,15,111,0.0,0.0115,0.8567,0.9989,18.6495,0.0,0.0,0.0,0.0256,105.8543,0.0,0.9984,15.193
0.15,0.35,CsSn0.65Ge0.35(I0.85Br0.15)3,1.5138,0.00763189,-0.8986515,0.8973920675093043,0.51106718382634,0.775384430443761,0.6552732203606165,0.9972362316982226,0.7133520030127047,0.69587844107513,23,92,0.0,0.0,0.6341,0.8927,27.1657,0.0,0.0,0.0,0.1081,91.7098,0.0,0.5868,25.0488
0.2,0.35,CsSn0.65Ge0.35(I0.80Br0.20)3,1.5387000000000002,0.00761662,-0.9004320000000001,0.8981113692689114,0.41587485683697156,0.7757792015795878,0.6529439421641512,0.9973111913397067,0.6770205425324892,0.7296037772705827,39,73,0.0,0.0,0.0372,0.7486,37.5971,0.0,0.0,0.0,0.2159,78.1135,0.0,0.0004,38.9232
0.25,0.35,CsSn0.65Ge0.35(I0.75Br0.25)3,1.5642500000000001,0.00760135,-0.9022125000000001,0.8988361297612397,0.3270924259032953,0.7761741737050704,0.6506229437763946,0.9973856816800255,0.6370969776824369,0.7604587618990839,61,58,0.0,0.0,0.0,0.5548,49.4978,0.0,0.0,0.0139,0.3361,65.6608,0.0,0.0,56.397
0.3,0.35,CsSn0.65Ge0.35(I0.70Br0.30)3,1.59045,0.00758608,-0.903993,0.8995664113619052,0.24810744296166376,0.7765693469225382,0.6483101957653827,0.9974596852115137,0.5941205302817579,0.7875148374359887,78,46,0.0,0.0,0.0,0.3465,62.5519,0.0,0.0002,0.0518,0.4632,54.7342,0.0,0.0,74.284
0.35,0.35,CsSn0.65Ge0.35(I0.65Br0.35)3,1.6173000000000002,0.007570809999999999,-0.9057735,0.9003022774004918,0.18108581895300876,0.7769647213343734,0.6460056688037722,0.9975331839720302,0.5487346131537659,0.8098223674604899,92,35,0.0,0.0,0.0,0.13,76.2896,0.0,0.0016,0.0974,0.5969,45.7936,0.0,0.0,90.0372
0.4,0.35,CsSn0.65Ge0.35(I0.60Br0.40)3,1.6448000000000003,0.0075555399999999995,-0.9075540000000001,0.9010437921788599,0.12688019299675604,0.77736029704301,0.6437093336684685,0.9976061595327022,0.5016678604154651,0.8264490485205511,107,31,0.0,0.0,0.0,0.007,90.346,0.0,0.0019,0.1339,0.738,39.3096,0.0,0.0,103.8746
0.45,0.35,CsSn0.65Ge0.35(I0.55Br0.45)3,1.6729500000000002,0.007540270000000001,-0.9093345000000002,0.9017910209898753,0.08513985211421092,0.777756074150934,0.6414211612402559,0.997678592985306,0.4537091733058992,0.8365249991080694,118,27,0.0,0.0,0.0,0.0,104.4465,0.0,0.0021,0.1567,0.8725,35.4639,0.0,0.0,116.7136
0.5,0.35,CsSn0.65Ge0.35(I0.50Br0.50)3,1.70175,0.007525,-0.9111150000000001,0.9025440301365762,0.05458107568122966,0.7781520527606838,0.6391411225034278,0.9977504649292743,0.4056778673475622,0.8392926170479502,130,25,0.0,0.0,0.0,0.0,118.3742,0.0,0.0037,0.1668,0.9168,34.3643,0.0,0.0,129.0842
0.55,0.35,CsSn0.65Ge0.35(I0.45Br0.55)3,1.7311999999999999,0.007509729999999999,-0.9128955000000001,0.9033028869517844,0.033345514947405626,0.7785482329748499,0.6368691885454182,0.9978217554583166,0.35839054175393165,0.834158381794321,144,29,0.0,0.0,0.0,0.0,132.0892,0.0,0.0047,0.1813,0.8134,36.248,0.0,0.0,141.1416
0.6,0.35,CsSn0.65Ge0.35(I0.40Br0.60)3,1.7613,0.00749446,-0.914676,0.9040676598181747,0.01936468520111402,0.7789446148960751,0.6346053305564362,0.9978924441466407,0.31262673692644727,0.820742932341167,155,32,0.0,0.0,0.0,0.0,145.5023,0.0,0.0042,0.1651,0.6549,41.3175,0.0,0.0,152.9952
0.65,0.35,CsSn0.65Ge0.35(I0.35Br0.65)3,1.7920500000000001,0.00747919,-0.9164565,0.9048384181888186,0.010661742747090872,0.7793411986270544,0.6323495198290998,0.9979625100347618,0.26909573441555534,0.7989251056836965,166,41,0.0,0.0,0.0,0.0,158.608,0.0,0.0039,0.1144,0.5122,49.9286,0.0,0.0,164.6998
0.7,0.35,CsSn0.65Ge0.35(I0.30Br0.70)3,1.82345,0.00746392,-0.9182370000000001,0.9056152326082089,0.005550515348217047,0.7797379842705353,0.6301017277580723,0.998031931614886,0.22840692998332804,0.768875316181583,178,52,0.0,0.0,0.0,0.0,171.339,0.0,0.0005,0.0553,0.3677,62.1558,0.0,0.0,176.201
0.75,0.35,CsSn0.65Ge0.35(I0.25Br0.75)3,1.8555000000000001,0.007448649999999999,-0.9200175000000002,0.9063981747337831,0.0027248582000796787,0.7801349719293171,0.6278619258396995,0.9981006868158532,0.19104603952526686,0.7310738229474577,190,72,0.0,0.0,0.0,0.0,183.3936,0.0,0.0,0.0069,0.2338,77.7609,0.0,0.0,187.284
0.8,0.35,CsSn0.65Ge0.35(I0.20Br0.80)3,1.8882,0.00743338,-0.9217980000000001,0.9071873173579595,0.0012579218787156852,0.7805321617062521,0.6256300856716482,0.9981687529876256,0.15735897473428265,0.6863101633065877,199,95,0.0,0.0,0.0,0.0,194.435,0.0,0.0,0.0,0.1047,96.3479,0.0,0.0,197.5344
0.85,0.35,CsSn0.65Ge0.35(I0.15Br0.85)3,1.92155,0.0074181099999999995,-0.9235785000000001,0.9079827344306968,0.0005445425356007652,0.7809295537042443,0.6234061789525461,0.9982361068853068,0.12754458095050134,0.6356613531925346,207,128,0.0,0.0,0.0,0.0,204.2125,0.0,0.0,0.0,0.0016,117.0678,0.0,0.0,206.549
0.9,0.35,CsSn0.65Ge0.35(I0.10Br0.90)3,1.95555,0.007402839999999999,-0.925359,0.9087845010825942,0.00022040582417559584,0.7813271480262506,0.6211901774816228,0.9983027246526742,0.10165662905130031,0.5804483095220069,214,164,0.0,0.0,0.0,0.0,212.5976,0.0,0.0,0.0,0.0,138.6347,0.0,0.0,214.119
0.95,0.35,CsSn0.65Ge0.35(I0.05Br0.95)3,1.9902000000000002,0.0073875699999999996,-0.9271395,0.9095926936485492,8.316636526166943e-05,0.7817249447752801,0.6189820531583519,0.99836858180521,0.07961459013108318,0.5221721742142347,220,184,0.0,0.0,0.0,0.0,219.4764,0.0,0.0,0.0,0.0,159.3365,0.0,0.0,220.2848
1.0,0.35,CsSn0.65Ge0.35(I0.00Br1.00)3,2.0255,0.0073723,-0.9289200000000001,0.9104073896919841,2.916765990391847e-05,0.7821229440543944,0.6167817779820953,0.998433653212614,0.06122190510015812,0.46243455856709414,225,201,0.0,0.0,0.0,0.0,224.9307,0.0,0.0,0.0,0.0,177.9531,0.0,0.0,225.1648
0.0,0.4,CsSn0.60Ge0.40I3,1.462,0.007088799999999999,-0.82464,0.901561146012848,0.7183807517633503,0.7895490389099135,0.7598152251986418,0.9976564278876472,0.8097588409510559,0.6420951337454531,3,125,0.0619,0.9514,0.9872,1.0,5.2791,0.0,0.0,0.0,0.0875,109.3221,0.1176,1.0,2.8582
0.05,0.4,CsSn0.60Ge0.40(I0.95Br0.05)3,1.4858249999999997,0.007074919999999998,-0.8262820000000001,0.9022930946884802,0.6234080405154447,0.789914421450559,0.7573240846906443,0.9977266391933372,0.781018722200172,0.6812294099810305,8,99,0.0,0.8316,0.9414,1.0,10.314,0.0,0.0,0.0,0.1756,94.5276,0.0,1.0,7.3652
0.1,0.4,CsSn0.60Ge0.40(I0.90Br0.10)3,1.5103,0.007061039999999999,-0.827924,0.903030574462417,0.5249297216426279,0.7902799730806397,0.754841111669721,0.9977963047741482,0.7476440719038331,0.7191910401677601,13,77,0.0,0.5329,0.8318,0.9613,17.6106,0.0,0.0,0.0,0.2831,79.8603,0.0,0.9764,14.979
0.15,0.4,CsSn0.60Ge0.40(I0.85Br0.15)3,1.5354249999999998,0.0070471599999999985,-0.829566,0.9037736482675088,0.42797634773779863,0.7906456938784057,0.752366279357838,0.9978654058987787,0.7099466951366692,0.7551299774120575,26,61,0.0,0.0,0.6353,0.833,27.0936,0.0,0.0,0.0326,0.4048,65.9083,0.0,0.4942,26.4904
0.2,0.4,CsSn0.60Ge0.40(I0.80Br0.20)3,1.5612,0.007033279999999999,-0.831208,0.9045223799949744,0.33711846274890334,0.7910115839221433,0.7498995610647561,0.9979339233593855,0.6683709518948201,0.7881144627554411,42,44,0.0,0.0,0.3717,0.7012,38.4424,0.0,0.0001,0.1323,0.541,53.3294,0.0,0.0118,42.6296
0.25,0.4,CsSn0.60Ge0.40(I0.75Br0.25)3,1.587625,0.0070193999999999986,-0.83285,0.9052768345127136,0.2559878370327203,0.7913776432901752,0.747440930187743,0.9980018374588825,0.6234876153390462,0.8171550869827233,68,33,0.0,0.0,0.1058,0.5178,51.2763,0.0,0.0131,0.2488,0.6822,42.4752,0.0,0.0,61.7508
0.3,0.4,CsSn0.60Ge0.40(I0.70Br0.30)3,1.6146999999999998,0.0070055199999999995,-0.8344919999999999,0.9060370776840415,0.1869543351721438,0.7917438720608602,0.7449903602112871,0.9980691279978676,0.5759806341088866,0.8412375141196736,84,24,0.0,0.0,0.0,0.351,65.1888,0.0,0.0399,0.3812,0.8209,33.6491,0.0,0.0,80.2246
0.35,0.4,CsSn0.60Ge0.40(I0.65Br0.35)3,1.642425,0.006991639999999999,-0.836134,0.9068031763868561,0.1310123069659255,0.7921102703125933,0.7425478247068098,0.9981357742611662,0.5266267890279483,0.8593636018375584,98,20,0.0,0.0,0.0,0.1786,79.6794,0.0,0.0565,0.491,0.9435,27.3405,0.0,0.0,96.1964
0.4,0.4,CsSn0.60Ge0.40(I0.60Br0.40)3,1.6708,0.006977759999999999,-0.8377760000000001,0.9075751985332491,0.08788311767828684,0.7924768381238059,0.7401132973323826,0.9982017550039769,0.47626881115467606,0.870599821553291,112,17,0.0,0.0,0.0,0.0877,94.4223,0.0,0.064,0.5942,0.9892,23.5815,0.0,0.0,110.2846
0.45,0.4,CsSn0.60Ge0.40(I0.55Br0.45)3,1.699825,0.0069638799999999995,-0.8394180000000001,0.9083532130895752,0.0562921221139325,0.7928435755729658,0.7376867518324418,0.9982670484376087,0.4257831426287748,0.8741309228907982,126,15,0.0,0.0,0.0,0.0283,109.1662,0.0,0.0716,0.6052,0.9993,22.4053,0.0,0.0,123.4378
0.5,0.4,CsSn0.60Ge0.40(I0.50Br0.50)3,1.7295,0.00695,-0.8410600000000001,0.9091372900969896,0.03434362425022395,0.7932104827385767,0.7352681620375051,0.9983316322147953,0.3760441098078945,0.8693157864079932,138,19,0.0,0.0,0.0,0.0031,123.6996,0.0,0.0745,0.5705,0.9826,23.9934,0.0,0.0,136.079
0.55,0.4,CsSn0.60Ge0.40(I0.45Br0.55)3,1.759825,0.0069361200000000005,-0.842702,0.9099275006924672,0.019906001418688295,0.7935775596991793,0.7328575018638906,0.9983954834145718,0.32788676634081165,0.8557414825910018,151,21,0.0,0.0,0.0,0.0,137.9579,0.0,0.0852,0.4734,0.9149,28.5701,0.0,0.0,148.376
0.6,0.4,CsSn0.60Ge0.40(I0.40Br0.60)3,1.7908,0.00692224,-0.844344,0.9107239171303176,0.010932511505970102,0.7939448065333501,0.7304547453134336,0.9984585785267017,0.28207097887954213,0.8332708483707971,163,30,0.0,0.0,0.0,0.0,151.8484,0.0,0.056,0.3512,0.7817,36.5521,0.0,0.0,160.457
0.65,0.4,CsSn0.60Ge0.40(I0.35Br0.65)3,1.822425,0.006908359999999999,-0.8459859999999999,0.9115266128042091,0.005673982573507951,0.794312223319702,0.7280598664732084,0.9985208934356367,0.23924940860573907,0.8020785602255636,175,39,0.0,0.0,0.0,0.0,165.347,0.0,0.0158,0.2196,0.612,48.1453,0.0,0.0,172.3024
0.7,0.4,CsSn0.60Ge0.40(I0.30Br0.70)3,1.8546999999999998,0.00689448,-0.847628,0.9123356622697143,0.0027752228679823222,0.7946798101368844,0.7256728395152467,0.9985824034039955,0.19994184971415452,0.762670868217172,187,55,0.0,0.0,0.0,0.0,178.1576,0.0,0.0,0.097,0.447,63.2875,0.0,0.0,183.719
0.75,0.4,CsSn0.60Ge0.40(I0.25Br0.75)3,1.8876249999999999,0.0068806,-0.84927,0.9131511412673956,0.0012756594557487837,0.7950475670635833,0.7232936386962617,0.9986430830555459,0.16451791706114782,0.7158849592256943,198,79,0.0,0.0,0.0,0.0,189.9573,0.0,0.0,0.0014,0.2849,81.7008,0.0,0.0,194.449
0.8,0.4,CsSn0.60Ge0.40(I0.20Br0.80)3,1.9212,0.006866719999999999,-0.850912,0.9139731267464417,0.0005494895020301062,0.7954154941785208,0.7209222383573674,0.9987029063576714,0.13318936414995414,0.6628653689846533,206,110,0.0,0.0,0.0,0.0,200.4852,0.0,0.0,0.0,0.1259,102.706,0.0,0.0,203.9918
0.85,0.4,CsSn0.60Ge0.40(I0.15Br0.85)3,1.9554249999999997,0.006852839999999999,-0.852554,0.9148016968888711,0.000221160764316789,0.7957835915604554,0.7185586129238039,0.9987618466033084,0.10601243289622438,0.6050168922453639,213,151,0.0,0.0,0.0,0.0,209.5684,0.0,0.0,0.0,0.017,125.096,0.0,0.0,212.1172
0.9,0.4,CsSn0.60Ge0.40(I0.10Br0.90)3,1.9902999999999997,0.00683896,-0.854196,0.9156369311343228,8.292636143863339e-05,0.7961518592881824,0.7162027369046613,0.9988198763923323,0.08289969239955708,0.5439358687799638,219,175,0.0,0.0,0.0,0.0,217.1018,0.0,0.0,0.0,0.0,147.2038,0.0,0.0,218.767
0.95,0.4,CsSn0.60Ge0.40(I0.05Br0.95)3,2.0258249999999998,0.006825079999999999,-0.8558380000000001,0.9164789102054445,2.8880208804620954e-05,0.7965202974405333,0.7138545848926039,0.9988769676123787,0.06363993569234773,0.48132426615446083,224,197,0.0,0.0,0.0,0.0,223.0855,0.0,0.0,0.0,0.0,167.6943,0.0,0.0,223.9974
1.0,0.4,CsSn0.60Ge0.40(I0.00Br1.00)3,2.062,0.0068112,-0.85748,0.9173277161338994,9.313096814128804e-06,0.7968889060963762,0.7115141315635979,0.9989330914190757,0.047923988711455555,0.4188932805936323,228,211,0.0,0.0,0.0,0.0,227.6114,0.0,0.0,0.0,0.0,185.3593,0.0,0.0,227.9272
0.0,0.45,CsSn0.55Ge0.45I3,1.481,0.006499899999999999,-0.75597,0.9079451352450397,0.6428781982384719,0.8052010080169573,0.8716738066493921,0.9982329514224005,0.8192278847737737,0.7008979458264121,2,89,0.0566,0.9436,0.9712,1.0,4.1354,0.0,0.0,0.0496,0.3005,84.3782,0.1318,1.0,2.0794
0.05,0.45,CsSn0.55Ge0.45(I0.95Br0.05)3,1.5056999999999998,0.006487409999999999,-0.7574735,0.9087064874006872,0.5432725114553073,0.805536309830446,0.869056620424347,0.9982962987666524,0.7849691635279807,0.7413289358893856,6,65,0.0,0.8189,0.9046,0.9919,9.7459,0.0,0.0,0.1343,0.4191,69.3516,0.0,0.9996,7.1106
0.1,0.45,CsSn0.55Ge0.45(I0.90Br0.10)3,1.5310500000000002,0.00647492,-0.7589770000000001,0.9094736338965075,0.4443630418233458,0.8058717512703197,0.8664472922577683,0.9983589616288382,0.7460332486942788,0.7797475149547044,14,48,0.0,0.6124,0.7779,0.9081,17.8434,0.0,0.0001,0.252,0.5488,55.1879,0.0,0.892,15.8888
0.15,0.45,CsSn0.55Ge0.45(I0.85Br0.15)3,1.55705,0.00646243,-0.7604804999999999,0.9102466411327068,0.3510226597176083,0.8062073323947221,0.8638457985559661,0.9984209185219607,0.7028828523181497,0.8151647485427866,29,34,0.0,0.263,0.6013,0.7791,28.2166,0.0,0.0597,0.3791,0.6818,42.6156,0.0,0.396,29.4692
0.2,0.45,CsSn0.55Ge0.45(I0.80Br0.20)3,1.5837,0.0064499399999999995,-0.761984,0.9110255765279307,0.26719651264345606,0.8065430532618203,0.8612521157960878,0.9984821474202237,0.6561184294437514,0.8465263297469539,48,22,0.0,0.0279,0.4039,0.6466,40.4237,0.0,0.1876,0.5225,0.8043,31.9321,0.0,0.0198,47.7728
0.25,0.45,CsSn0.55Ge0.45(I0.75Br0.25)3,1.6110000000000002,0.00643745,-0.7634875000000001,0.9118105085388677,0.195533761333718,0.806878913929806,0.8586662205259099,0.9985426257447209,0.6064643504084437,0.8727472084789016,73,16,0.0,0.0,0.2126,0.4826,54.1028,0.0,0.3221,0.6696,0.9034,23.3637,0.0,0.0,68.0332
0.3,0.45,CsSn0.55Ge0.45(I0.70Br0.30)3,1.6389499999999997,0.0064249599999999995,-0.764991,0.9126015066803034,0.13723993975054063,0.8072149144568952,0.8560880893636232,0.9986023303487056,0.5547472800732182,0.892755421105672,90,11,0.0,0.0,0.0842,0.3314,68.7599,0.0,0.4569,0.8142,0.9672,17.2481,0.0,0.0,86.748
0.35,0.45,CsSn0.55Ge0.45(I0.65Br0.35)3,1.6675500000000003,0.00641247,-0.7664944999999999,0.913398641545642,0.09216267511912885,0.807551054901328,0.8535176989976216,0.9986612375024266,0.5018673542596347,0.9055439838378494,106,9,0.0,0.0,0.0181,0.2117,83.9779,0.0,0.5205,0.9411,0.9939,13.604,0.0,0.0,102.747
0.4,0.45,CsSn0.55Ge0.45(I0.60Br0.40)3,1.6968000000000003,0.0063999799999999996,-0.7679980000000001,0.91420198482791,0.059070268302895426,0.8078873353213686,0.8509550261862915,0.9987193228775187,0.4487634219324659,0.9102286657181039,120,6,0.0,0.0,0.0024,0.1093,99.3308,0.0,0.5432,0.9841,0.9995,12.3325,0.0,0.0,117.0164
0.45,0.45,CsSn0.55Ge0.45(I0.55Br0.45)3,1.7267000000000001,0.006387489999999999,-0.7695015000000001,0.9150116093412499,0.03604302194524925,0.8082237557753058,0.848400047757803,0.9987765615309301,0.3963742730172343,0.9061083574977111,133,8,0.0,0.0,0.0,0.0479,114.617,0.0,0.5543,0.9373,0.9946,13.5424,0.0,0.0,130.4362
0.5,0.45,CsSn0.55Ge0.45(I0.50Br0.50)3,1.7572500000000002,0.006375,-0.771005,0.9158275890429199,0.02088268938658987,0.8085603163214524,0.8458527406098981,0.9988329278883746,0.34559831454022105,0.8927237299093274,146,12,0.0,0.0,0.0,0.0223,129.666,0.0,0.466,0.8019,0.9628,17.4591,0.0,0.0,143.3628
0.55,0.45,CsSn0.55Ge0.45(I0.45Br0.55)3,1.78845,0.00636251,-0.7725085,0.9166499990558165,0.011458157137313914,0.8088970170181459,0.8433130817096838,0.998888395727291,0.2972545104705299,0.8699090878397137,159,18,0.0,0.0,0.0,0.0084,144.3855,0.0,0.3275,0.642,0.8898,24.5911,0.0,0.0,155.9086
0.6,0.45,CsSn0.55Ge0.45(I0.40Br0.60)3,1.8203,0.00635002,-0.774012,0.9174789156915282,0.005937886600962515,0.8092338579237475,0.8407810480934221,0.9989429381592944,0.252047494607478,0.83783194751888,172,26,0.0,0.0,0.0,0.0016,158.6495,0.0,0.1865,0.4817,0.7715,35.2613,0.0,0.0,168.137
0.65,0.45,CsSn0.55Ge0.45(I0.35Br0.65)3,1.8528000000000002,0.006337529999999999,-0.7755154999999999,0.9183144164739409,0.0028982711095528343,0.8095708390966431,0.8382566168663244,0.9989965276121012,0.21053955868459748,0.7970150506254324,184,42,0.0,0.0,0.0,0.0004,172.2698,0.0,0.0542,0.3212,0.6207,49.5586,0.0,0.0,179.9736
0.7,0.45,CsSn0.55Ge0.45(I0.30Br0.70)3,1.88595,0.006325039999999999,-0.777019,0.919156580163407,0.0013286568659757357,0.8099079605952427,0.8357397652023416,0.9990491358109136,0.17313170451342863,0.7483363948572203,194,62,0.0,0.0,0.0,0.0,184.8918,0.0,0.0,0.1655,0.4592,67.4299,0.0,0.0,191.0902
0.75,0.45,CsSn0.55Ge0.45(I0.25Br0.75)3,1.91975,0.00631255,-0.7785225,0.9200054867814963,0.0005704343327613471,0.8102452224779808,0.8332304703439614,0.9991007337592407,0.14005516811357965,0.6930044378151052,205,93,0.0,0.0,0.0,0.0,196.2347,0.0,0.0,0.0366,0.2974,88.3329,0.0,0.0,201.1654
0.8,0.45,CsSn0.55Ge0.45(I0.20Br0.80)3,1.9542000000000002,0.00630006,-0.7800260000000001,0.9208612176363411,0.000228689000110143,0.8105826248033163,0.8307287096019992,0.9991512917191426,0.1113738569801519,0.6325078445237382,212,132,0.0,0.0,0.0,0.0,206.0781,0.0,0.0,0.0,0.1474,111.1541,0.0,0.0,209.8568
0.85,0.45,CsSn0.55Ge0.45(I0.15Br0.85)3,1.9893,0.006287569999999999,-0.7815295000000001,0.9217238553485985,8.535619263755665e-05,0.8109201676297322,0.8282344603553949,0.9992007791908745,0.08699710466059239,0.5685418005826929,218,167,0.0,0.0,0.0,0.0,214.3314,0.0,0.0,0.0,0.0538,134.3537,0.0,0.0,217.0324
0.9,0.45,CsSn0.55Ge0.45(I0.10Br0.90)3,2.0250500000000002,0.006275079999999999,-0.7830330000000001,0.9225934838780413,2.957016926211801e-05,0.8112578510157359,0.8257477000510077,0.9992491648919114,0.06670117315964777,0.5029156898141937,223,191,0.0,0.0,0.0,0.0,220.9442,0.0,0.0,0.0,0.0098,156.3926,0.0,0.0,222.7244
0.95,0.45,CsSn0.55Ge0.45(I0.05Br0.95)3,2.0614500000000002,0.006262589999999999,-0.7845365,0.9234701885507987,9.478857913425074e-06,0.8115956750198593,0.8232684062034121,0.9992964167353344,0.05015715321878829,0.4374494431923074,227,207,0.0,0.0,0.0,0.0,225.9574,0.0,0.0,0.0,0.0003,176.0326,0.0,0.0,226.998
1.0,0.45,CsSn0.55Ge0.45(I0.00Br1.00)3,2.0985,0.0062501,-0.7860400000000001,0.9243540560872654,2.8026675752040317e-06,0.8119336397006586,0.8207965563946943,0.9993425018075545,0.036962428895486746,0.37386768877139065,230,221,0.0,0.0,0.0,0.0,229.497,0.0,0.0,0.0,0.0,192.3363,0.0,0.0,229.9574
0.0,0.5,CsSn0.50Ge0.50I3,1.5,0.005911,-0.6873,0.9144201797911612,0.5661541495171978,0.8211632607477595,1.0,0.9987348773371816,0.8254743926977868,0.762008905422908,1,57,0.7201,0.9053,0.9495,0.9985,4.2532,0.0,0.0997,0.2862,0.5196,60.3637,0.694,1.0,2.0004
0.05,0.5,CsSn0.50Ge0.50(I0.95Br0.05)3,1.5255749999999997,0.0058999,-0.6886650000000001,0.9152117040620028,0.4651986871060741,0.8214671473697943,0.9972737230612435,0.9987905064933162,0.7854695714431763,0.8031823058506102,5,38,0.0,0.7649,0.8679,0.9504,10.4226,0.0,0.2157,0.4162,0.6451,46.0504,0.0,0.9872,7.7458
0.1,0.5,CsSn0.50Ge0.50(I0.90Br0.10)3,1.5518,0.0058888,-0.69003,0.9160092955901107,0.36903196967827967,0.821771146450683,0.9945548787084341,0.9988452991943403,0.7408588369096437,0.8413519847720449,17,23,0.0,0.5705,0.736,0.8534,19.288,0.0,0.3498,0.5548,0.7604,33.665,0.0,0.7828,18.1924
0.15,0.5,CsSn0.50Ge0.50(I0.85Br0.15)3,1.5786749999999998,0.0058777,-0.691395,0.9168130244047444,0.28198379321747535,0.822075258032043,0.9918434466782837,0.9988992309420647,0.692269396854766,0.875394972518554,32,14,0.0,0.3661,0.5605,0.7327,30.4407,0.0009,0.4862,0.691,0.8518,23.392,0.0,0.307,34.1072
0.2,0.5,CsSn0.50Ge0.50(I0.80Br0.20)3,1.6062000000000003,0.0058666,-0.69276,0.917622961617045,0.2070653388531955,0.8223794821555069,0.9891394067627479,0.9989522766313492,0.6404651154361437,0.9041494389226407,55,10,0.0,0.1646,0.3874,0.597,43.4347,0.1112,0.633,0.8095,0.9281,15.2546,0.0,0.0178,54.1614
0.25,0.5,CsSn0.50Ge0.50(I0.75Br0.25)3,1.634375,0.0058555,-0.694125,0.9184391794410083,0.14577322401561413,0.8226838188627233,0.9864427388088757,0.9990044105340236,0.586323768544405,0.926461177984806,79,5,0.0,0.0679,0.2458,0.4525,57.8423,0.1417,0.7677,0.9097,0.9757,9.5014,0.0,0.0,75.133
0.3,0.5,CsSn0.50Ge0.50(I0.70Br0.30)3,1.6631999999999996,0.0058444,-0.6954899999999999,0.9192617512149471,0.09814648001519656,0.8229882681953558,0.9837534227186575,0.999055606282336,0.5308063046943833,0.9412390824994381,97,3,0.0,0.0188,0.1295,0.3066,73.1783,0.1446,0.8966,0.9724,0.9955,6.0389,0.0,0.0,93.7574
0.35,0.5,CsSn0.50Ge0.50(I0.65Br0.35)3,1.692675,0.0058333,-0.696855,0.9200907514234594,0.06303958937203422,0.8232928301950835,0.9810714384488768,0.9991058368519171,0.4749194534899493,0.9475173214996901,113,1,0.0,0.0029,0.052,0.2035,88.9706,0.1505,0.9605,0.9956,0.9996,4.6648,0.0,0.0,109.653
0.4,0.5,CsSn0.50Ge0.50(I0.60Br0.40)3,1.7228,0.0058222,-0.6982200000000001,0.9209262557199102,0.038528694638969706,0.823597504903601,0.978396766010961,0.9991550745442401,0.41967375054071165,0.9445207207208216,127,2,0.0,0.0003,0.0228,0.1212,104.8419,0.152,0.9158,0.982,0.9982,5.4393,0.0,0.0,124.0392
0.45,0.5,CsSn0.50Ge0.50(I0.55Br0.45)3,1.7535749999999999,0.0058111,-0.6995850000000001,0.9217683409494474,0.022348769533025177,0.823902292362618,0.9757293854708314,0.9992032909685636,0.36603965902885405,0.9317287071227018,141,4,0.0,0.0,0.009,0.0636,120.5837,0.1568,0.7924,0.929,0.9837,8.5523,0.0,0.0,137.6038
0.5,0.5,CsSn0.50Ge0.50(I0.50Br0.50)3,1.785,0.0058,-0.70095,0.9226170851725628,0.012270521052978281,0.8242071926138603,0.9730692769487557,0.9992504570233373,0.31490487237417925,0.9089322879999595,154,7,0.0,0.0,0.0017,0.0345,136.0444,0.1422,0.6479,0.8182,0.9388,14.548,0.0,0.0,150.6746
0.55,0.5,CsSn0.50Ge0.50(I0.45Br0.55)3,1.817075,0.0057889,-0.702315,0.9234725676892125,0.0063595979120782955,0.8245122056990685,0.9704164206191979,0.9992965428770555,0.26703600199224187,0.8762780841606832,167,13,0.0,0.0,0.0004,0.0168,151.1103,0.0001,0.4939,0.682,0.8508,23.9664,0.0,0.0,163.3258
0.6,0.5,CsSn0.50Ge0.50(I0.40Br0.60)3,1.8498,0.0057778,-0.70368,0.9243348690635174,0.003102746613037114,0.8248173316599989,0.9677707967106733,0.9993415179485385,0.2230476402436642,0.8342936027083959,181,28,0.0,0.0,0.0,0.0069,165.5515,0.0,0.332,0.5313,0.7353,36.9551,0.0,0.0,175.5432
0.65,0.5,CsSn0.50Ge0.50(I0.35Br0.65)3,1.8831749999999998,0.0057667,-0.705045,0.9252040711490538,0.0014209579617269848,0.8251225705384234,0.965132385505599,0.9993853508866243,0.1833812341575922,0.7838888463268522,192,47,0.0,0.0,0.0,0.0021,179.05,0.0,0.1685,0.3698,0.5912,53.8392,0.0,0.0,187.1382
0.7,0.5,CsSn0.50Ge0.50(I0.30Br0.70)3,1.9171999999999996,0.0057556,-0.70641,0.9260802571147552,0.000609085442758176,0.825427922376129,0.9625011673401483,0.9994280095492484,0.14829535205127187,0.7263310532657188,201,76,0.0,0.0,0.0,0.001,191.2237,0.0,0.0533,0.205,0.432,74.1724,0.0,0.0,197.7296
