x_Br,z_Ge,composition,Eg_eV,Ehull_proxy_eV_atom,Eox_proxy_eV_per_Sn,tolerance_factor,S_gap_single,S_hull,S_ox,S_strain,Score_single,Score_tandem,Rank_single,Rank_tandem,P_top1_single,P_top5_single,P_top10_single,P_top20_single,mean_rank_single,P_top1_tandem,P_top5_tandem,P_top10_tandem,P_top20_tandem,mean_rank_tandem,P_top1_descriptor_stress,P_top10_descriptor_stress,mean_rank_descriptor_stress
0.45,0.15,CsSn0.85Ge0.15(I0.55Br0.45)3,1.5654499999999998,0.00984583,-1.1890005,0.8764637649783013,0.3231933590629646,0.7202230427600056,0.3666304083762292,0.9946070167689456,0.5397620672115363,0.6473767488467302,95,121,0.0,0.0,0.0,0.0,95.1585,0.0,0.0,0.0,0.0003,126.0357,0.0,0.0,95.1834
0.5,0.15,CsSn0.85Ge0.15(I0.50Br0.50)3,1.59075,0.009824999999999997,-1.1913349999999998,0.8771003456534779,0.24727981674977523,0.7207232912755409,0.36492260097834417,0.9946997366232957,0.5043273234332528,0.6692953941737009,104,108,0.0,0.0,0.0,0.0,105.7174,0.0,0.0,0.0,0.0037,116.3409,0.0,0.0,105.3282
0.55,0.15,CsSn0.85Ge0.15(I0.45Br0.55)3,1.6166999999999998,0.009804169999999997,-1.1936695,0.8777417299558212,0.18242839200092126,0.7212238872509079,0.3632227487474109,0.9947923494833202,0.4669463687650286,0.6874673991712624,115,94,0.0,0.0,0.0,0.0,116.3012,0.0,0.0,0.0,0.0084,107.9424,0.0,0.0,115.4768
0.6,0.15,CsSn0.85Ge0.15(I0.40Br0.60)3,1.6433000000000002,0.00978334,-1.196004,0.8783879724633898,0.1294782973393664,0.7217248309274434,0.3615308146273297,0.9948848447031657,0.4281753787245493,0.7011577343260579,124,88,0.0,0.0,0.0,0.0,126.792,0.0,0.0,0.0,0.0131,101.4864,0.0,0.0,125.7302
0.65,0.15,CsSn0.85Ge0.15(I0.35Br0.65)3,1.6705500000000002,0.009762509999999999,-1.1983384999999998,0.8790391285841953,0.08820660881608668,0.722226122546652,0.35984676173461305,0.9949772113296672,0.3886209979848296,0.7096731915256543,135,81,0.0,0.0,0.0,0.0,137.2567,0.0,0.0,0.0,0.0159,97.3681,0.0,0.0,136.017
0.7,0.15,CsSn0.85Ge0.15(I0.30Br0.70)3,1.69845,0.009741679999999997,-1.2006729999999999,0.8796952545720381,0.057541238962883615,0.7227277623502053,0.3581705533575797,0.9950694380937108,0.3489187460608176,0.7123996611614959,145,80,0.0,0.0,0.0,0.0,147.6823,0.0,0.0,0.0,0.019,96.019,0.0,0.0,146.3986
0.75,0.15,CsSn0.85Ge0.15(I0.25Br0.75)3,1.7269999999999999,0.00972085,-1.2030075,0.8803564075427087,0.03585759067641397,0.7232297505799435,0.3565021529555569,0.9951615134013362,0.3097086101442204,0.7088414581201626,156,83,0.0,0.0,0.0,0.0,158.0818,0.0,0.0,0.0,0.0222,97.8139,0.0,0.0,156.8574
0.8,0.15,CsSn0.85Ge0.15(I0.20Br0.80)3,1.7562,0.009700019999999998,-1.205342,0.8810226454905614,0.021292773086441976,0.7237320874778747,0.35484152415808223,0.9952534253245678,0.2716092414965829,0.6986601442676477,165,90,0.0,0.0,0.0,0.0,168.4854,0.0,0.0,0.0,0.0249,103.0218,0.0,0.0,167.3328
0.85,0.15,CsSn0.85Ge0.15(I0.15Br0.85)3,1.78605,0.009679189999999999,-1.2076765,0.8816940273054715,0.012018036424788651,0.7242347732861745,0.35318863076411106,0.9953451615919683,0.23519242415573097,0.6817097667277408,176,98,0.0,0.0,0.0,0.0,178.9127,0.0,0.0,0.0,0.0179,111.6828,0.0,0.0,177.86
0.9,0.15,CsSn0.85Ge0.15(I0.10Br0.90)3,1.8165499999999999,0.009658359999999998,-1.2100109999999997,0.8823706127901887,0.00643074747135317,0.7247378082471875,0.35154343674122795,0.9954367095789032,0.20095959885718664,0.6580651161512476,186,113,0.0,0.0,0.0,0.0,189.1338,0.0,0.0,0.0,0.008,123.5599,0.0,0.0,188.2844
0.95,0.15,CsSn0.85Ge0.15(I0.05Br0.95)3,1.8477,0.009637529999999998,-1.2123455,0.8830524626780941,0.0032536292211977386,0.725241192603426,0.3499059062248595,0.9955280562975078,0.16932216977951794,0.6280396052963865,196,135,0.0,0.0,0.0,0.0,198.6052,0.0,0.0,0.0,0.0006,137.7984,0.0,0.0,197.9592
1.0,0.15,CsSn0.85Ge0.15(I0.00Br1.00)3,1.8795,0.009616699999999999,-1.21468,0.8837396386513726,0.0015523186608946322,0.7257449265975712,0.34827600351749527,0.9956191883863461,0.14058708439935158,0.5921897543698543,204,157,0.0,0.0,0.0,0.0,206.9517,0.0,0.0,0.0,0.0,153.3689,0.0,0.0,206.4056
0.0,0.2,CsSn0.80Ge0.20I3,1.3860000000000001,0.009444399999999999,-1.09932,0.8768983791006425,0.9540661958837777,0.7299251142409222,0.43865590006103594,0.9946704059723187,0.7424462135195923,0.43439333623738735,16,209,0.0168,0.2475,0.563,0.9035,24.8596,0.0,0.0,0.0,0.0,195.1853,0.0,0.9702,16.3228
0.05,0.2,CsSn0.80Ge0.20(I0.95Br0.05)3,1.406325,0.00942496,-1.101516,0.8775199468782414,0.9068704427724352,0.730398258997295,0.43673354792338853,0.9947604166533389,0.732419682184734,0.46482160461389516,19,200,0.0,0.1676,0.4717,0.8904,27.4368,0.0,0.0,0.0,0.0,186.9512,0.0,0.8468,19.2046
0.1,0.2,CsSn0.80Ge0.20(I0.90Br0.10)3,1.4273,0.009405519999999999,-1.103712,0.8781460822084006,0.8442032464902448,0.7308717104508292,0.43481962024267995,0.9948503197994369,0.7187680459990439,0.49608074175508676,22,192,0.0,0.0071,0.3943,0.8701,31.2435,0.0,0.0,0.0,0.0,177.627,0.0,0.611,23.3464
0.15,0.2,CsSn0.80Ge0.20(I0.85Br0.15)3,1.448925,0.00938608,-1.105908,0.8787768356233554,0.7682354526192336,0.7313454688003288,0.43291408009982935,0.9949401054690864,0.7013808307786937,0.5278177255746763,30,182,0.0,0.0,0.0585,0.8275,36.5232,0.0,0.0,0.0,0.0,167.3808,0.0,0.0356,29.527
0.2,0.2,CsSn0.80Ge0.20(I0.80Br0.20)3,1.4712000000000003,0.009366639999999999,-1.1081040000000002,0.8794122584035038,0.6821396416884441,0.7318195342447269,0.431016890737548,0.9950297634421995,0.6802239390654978,0.5595999011295073,38,172,0.0,0.0,0.0,0.7941,43.5035,0.0,0.0,0.0,0.0,156.3405,0.0,0.0,38.034
0.25,0.2,CsSn0.80Ge0.20(I0.75Br0.25)3,1.494125,0.0093472,-1.1103,0.8800524025913066,0.5898552418399162,0.7322939069830855,0.4291280155596325,0.9951192832125151,0.6553498713793421,0.5909132655297116,49,158,0.0,0.0,0.0,0.2552,52.1059,0.0,0.0,0.0,0.0,144.7224,0.0,0.0,49.2512
0.3,0.2,CsSn0.80Ge0.20(I0.70Br0.30)3,1.5176999999999998,0.00932776,-1.112496,0.8806973210054949,0.4957331229875076,0.7327685872145955,0.42724741813025635,0.995208653979762,0.6269055187196771,0.6211644374151595,65,141,0.0,0.0,0.0,0.0,61.9814,0.0,0.0,0.0,0.0,132.8393,0.0,0.0,62.6108
0.35,0.2,CsSn0.80Ge0.20(I0.65Br0.35)3,1.5419250000000002,0.00930832,-1.114692,0.881347067255597,0.40410426718739373,0.7332435751385772,0.42537506217326854,0.9952978646415904,0.5951366556580703,0.649687223556283,77,120,0.0,0.0,0.0,0.0,72.8258,0.0,0.0,0.0,0.0,121.0382,0.0,0.0,76.0534
0.4,0.2,CsSn0.80Ge0.20(I0.60Br0.40)3,1.5668,0.00928888,-1.1168879999999999,0.8820016957567955,0.3188380453326346,0.7337188709544797,0.42351091157149406,0.9953869037852667,0.5603883375478313,0.6757546073787172,89,103,0.0,0.0,0.0,0.0,84.1742,0.0,0.0,0.0,0.0051,109.8862,0.0,0.0,88.2216
0.45,0.2,CsSn0.80Ge0.20(I0.55Br0.45)3,1.592325,0.00926944,-1.1190840000000002,0.8826612617451184,0.24296391436553988,0.7341944748618819,0.42165493036603585,0.9954757596791195,0.5231005660202652,0.6985967864844703,100,91,0.0,0.0,0.0,0.0,95.7422,0.0,0.0,0.0001,0.0185,99.6874,0.0,0.0,99.4876
0.5,0.2,CsSn0.80Ge0.20(I0.50Br0.50)3,1.6185,0.00925,-1.12128,0.8833258212929741,0.17842167750218918,0.7346703870604917,0.41980708275558326,0.9955644202637323,0.48379883745777846,0.7174255615143473,110,78,0.0,0.0,0.0,0.0,107.3636,0.0,0.0,0.0001,0.0368,90.9717,0.0,0.0,110.3898
0.55,0.2,CsSn0.80Ge0.20(I0.45Br0.55)3,1.6453250000000001,0.009230559999999999,-1.123476,0.8839954313250441,0.12598025067378607,0.7351466077501464,0.417967333095719,0.9956528731428734,0.443079522793606,0.7314649204179174,121,71,0.0,0.0,0.0,0.0,118.8906,0.0,0.0,0.0001,0.0504,84.3593,0.0,0.0,121.1868
0.6,0.2,CsSn0.80Ge0.20(I0.40Br0.60)3,1.6728000000000003,0.00921112,-1.1256720000000002,0.8846701496345363,0.08532900143533642,0.7356231371308132,0.416135645898233,0.9957411055741547,0.40159042505123077,0.7399870796322636,132,66,0.0,0.0,0.0,0.0,130.3233,0.0,0.0,0.0002,0.0584,80.2112,0.0,0.0,131.9532
0.65,0.2,CsSn0.80Ge0.20(I0.35Br0.65)3,1.7009250000000002,0.009191679999999999,-1.127868,0.8853500348998125,0.05530903435593266,0.7360999754025884,0.4143119858304385,0.9958291044594083,0.3600072923164992,0.7423525667639771,143,64,0.0,0.0,0.0,0.0,141.5938,0.0,0.0,0.0001,0.0663,78.9699,0.0,0.0,142.706
0.7,0.2,CsSn0.80Ge0.20(I0.30Br0.70)3,1.7297,0.00917224,-1.130064,0.8860351467014009,0.034224894169879574,0.7365771227656986,0.41249631771448864,0.9959168563347763,0.3190074861404557,0.7380522119771153,153,68,0.0,0.0,0.0,0.0,152.7834,0.0,0.0,0.0002,0.0718,80.974,0.0,0.0,153.5
0.75,0.2,CsSn0.80Ge0.20(I0.25Br0.75)3,1.7591249999999998,0.009152799999999999,-1.13226,0.8867255455394004,0.020167483878058404,0.7370545794204998,0.4106886065266991,0.996004347360499,0.2792423691550621,0.7267482353979877,164,75,0.0,0.0,0.0,0.0,163.8488,0.0,0.0,0.0004,0.0741,86.4383,0.0,0.0,164.3002
0.8,0.2,CsSn0.80Ge0.20(I0.20Br0.80)3,1.7892,0.00913336,-1.1344560000000001,0.88742129285129,0.011288009506863773,0.7375323455674778,0.40888881739687255,0.9960915633103953,0.2413102298444381,0.7083110734267567,174,84,0.0,0.0,0.0,0.0,174.8678,0.0,0.0,0.0005,0.0537,95.4796,0.0,0.0,175.084
0.85,0.2,CsSn0.80Ge0.20(I0.15Br0.85)3,1.8199249999999998,0.00911392,-1.136652,0.8881224510301549,0.005985591436829578,0.7380104214072489,0.40709691560762584,0.9961784895610233,0.20573166171796514,0.6828482863953614,185,97,0.0,0.0,0.0,0.0,185.6442,0.0,0.0,0.0001,0.0253,107.8713,0.0,0.0,185.7284
0.9,0.2,CsSn0.80Ge0.20(I0.10Br0.90)3,1.8513,0.009094479999999999,-1.1388479999999999,0.8888290834433376,0.002998916499984594,0.7384888071405588,0.4053128665937197,0.9962651110805111,0.1729292272635585,0.6507219376363667,195,119,0.0,0.0,0.0,0.0,195.7363,0.0,0.0,0.0,0.0048,122.9941,0.0,0.0,195.7758
0.95,0.2,CsSn0.80Ge0.20(I0.05Br0.95)3,1.883325,0.00907504,-1.141044,0.8895412544515288,0.0014158210333782058,0.7389675029682834,0.40353663594139266,0.9963514124170458,0.14321295388579222,0.6125513101180803,203,146,0.0,0.0,0.0,0.0,204.7555,0.0,0.0,0.0,0.0,139.9779,0.0,0.0,204.6462
1.0,0.2,CsSn0.80Ge0.20(I0.00Br1.00)3,1.916,0.0090556,-1.14324,0.8902590294283089,0.0006281070149764998,0.7394465090914294,0.4017681893876973,0.9964373776870108,0.11677274548997771,0.5691987668533821,211,165,0.0,0.0,0.0,0.0,212.4915,0.0,0.0,0.0,0.0,157.5585,0.0,0.0,212.2456
0.0,0.25,CsSn0.75Ge0.25I3,1.405,0.008855499999999999,-1.03065,0.8829366999972804,0.9103839103891425,0.7443951025197096,0.5032340041823395,0.9955126123388078,0.7633280236010059,0.48187649745643996,10,196,0.0313,0.4027,0.7584,0.9787,17.4003,0.0,0.0,0.0,0.0,177.6782,0.0,0.9998,10.94
0.05,0.25,CsSn0.75Ge0.25(I0.95Br0.05)3,1.4262,0.008837449999999998,-1.0327075000000001,0.8835848213383122,0.8477912093554953,0.7448431150032994,0.5011674511042039,0.9955987381096949,0.7492128680206915,0.5148229968263451,12,187,0.0,0.314,0.705,0.9752,20.6022,0.0,0.0,0.0,0.0,167.316,0.0,0.9984,14.293
0.1,0.25,CsSn0.75Ge0.25(I0.90Br0.10)3,1.44805,0.0088194,-1.0347650000000002,0.8842377383976066,0.7714834527548833,0.7452913971221737,0.49910938441925573,0.9956846628900502,0.7311265737974558,0.5482802691876186,20,174,0.0,0.003,0.5794,0.9696,25.2352,0.0,0.0,0.0,0.0,155.98,0.0,0.9862,19.295
0.15,0.25,CsSn0.75Ge0.25(I0.85Br0.15)3,1.47055,0.00880135,-1.0368225000000002,0.8848955046010826,0.6847235796250188,0.7457399490386124,0.4970597692777395,0.9957703748458893,0.7090349236459272,0.5817872219904319,27,163,0.0,0.0,0.1084,0.9564,31.6781,0.0,0.0,0.0,0.0,143.8663,0.0,0.1408,26.5328
0.2,0.25,CsSn0.75Ge0.25(I0.80Br0.20)3,1.4937000000000002,0.0087833,-1.0388800000000002,0.885558174171194,0.591572585451416,0.7461887709149922,0.4950185709730119,0.9958558618220951,0.6829968194768113,0.6147958139638697,36,143,0.0,0.0,0.0,0.8202,39.9259,0.0,0.0,0.0,0.0,131.2497,0.0,0.0,36.5792
0.25,0.25,CsSn0.75Ge0.25(I0.75Br0.25)3,1.5175,0.008765249999999999,-1.0409375,0.8862258021418303,0.49651633839970155,0.746637862913788,0.4929857549409542,0.9959411113337152,0.6531725064666679,0.6466733314368521,51,122,0.0,0.0,0.0,0.5369,49.7202,0.0,0.0,0.0,0.0,118.4565,0.0,0.0,49.8512
0.3,0.25,CsSn0.75Ge0.25(I0.70Br0.30)3,1.5419499999999997,0.0087472,-1.042995,0.886898444373551,0.40401360646382567,0.7470872251975723,0.4909612867593864,0.9960261105570044,0.6198281818056195,0.6767096567636215,69,102,0.0,0.0,0.0,0.0148,60.7793,0.0,0.0,0.0,0.004,105.9334,0.0,0.0,65.1662
0.35,0.25,CsSn0.75Ge0.25(I0.65Br0.35)3,1.56705,0.00872915,-1.0450525,0.8875761575691671,0.31803514326731497,0.7475368579290155,0.48894513214748464,0.9961108463202027,0.5833361349838017,0.7041304104133665,82,85,0.0,0.0,0.0,0.0,72.6908,0.0,0.0,0.0,0.0317,94.2347,0.0,0.0,79.7288
0.4,0.25,CsSn0.75Ge0.25(I0.60Br0.40)3,1.5928000000000002,0.0087111,-1.04711,0.8882589992896753,0.24167190861207602,0.7479867612708859,0.4869372569652013,0.9961953050940427,0.5441697483738994,0.7281166257954028,93,74,0.0,0.0,0.0,0.0,85.0512,0.0,0.0,0.0007,0.0705,83.6369,0.0,0.0,92.6878
0.45,0.25,CsSn0.75Ge0.25(I0.55Br0.45)3,1.6192000000000002,0.00869305,-1.0491675,0.8889470279705544,0.17688050473559272,0.7484369353860498,0.48493762721268613,0.9962794729819733,0.5028929664396243,0.7478312546065249,105,63,0.0,0.0,0.0,0.0,97.5995,0.0,0.0,0.0018,0.1185,74.7173,0.0,0.0,104.6138
0.5,0.25,CsSn0.75Ge0.25(I0.50Br0.50)3,1.64625,0.008674999999999999,-1.051225,0.8896403029384361,0.12440643286396799,0.7488873804374716,0.4829462090297109,0.9963633357100949,0.4601442106826809,0.7624522944250891,116,56,0.0,0.0,0.0,0.0,110.0919,0.0,0.0,0.002,0.1537,68.0246,0.0,0.0,116.1272
0.55,0.25,CsSn0.75Ge0.25(I0.45Br0.55)3,1.67395,0.00865695,-1.0532825000000001,0.890338884428158,0.08388738322383459,0.7493380965882135,0.48096296869509586,0.9964468786167946,0.4166151537208927,0.7712116911868614,128,51,0.0,0.0,0.0,0.0,122.4584,0.0,0.0,0.0024,0.1787,63.9946,0.0,0.0,127.4364
0.6,0.25,CsSn0.75Ge0.25(I0.40Br0.60)3,1.7023000000000001,0.0086389,-1.05534,0.8910428336002084,0.054100191383099745,0.749789084001436,0.478987872626139,0.9965300866420707,0.37302523439628443,0.773438431757107,139,50,0.0,0.0,0.0,0.0,134.6634,0.0,0.0,0.0048,0.1903,62.8554,0.0,0.0,138.66
0.65,0.25,CsSn0.75Ge0.25(I0.35Br0.65)3,1.7313,0.00862085,-1.0573975,0.891752212558577,0.03328758118675356,0.7502403428403978,0.47702088737804654,0.9966129443165382,0.33009324954008135,0.7686034669910594,150,53,0.0,0.0,0.0,0.0,146.6393,0.0,0.0,0.0048,0.201,64.9432,0.0,0.0,149.7774
0.7,0.25,CsSn0.75Ge0.25(I0.30Br0.70)3,1.76095,0.008602799999999999,-1.059455,0.8924670843690188,0.01949195643761158,0.750691873268456,0.47506197964336794,0.9966954357501041,0.28850774249660444,0.7563633804463646,162,60,0.0,0.0,0.0,0.0,158.4641,0.0,0.0,0.005,0.172,70.488,0.0,0.0,160.9076
0.75,0.25,CsSn0.75Ge0.25(I0.25Br0.75)3,1.79125,0.008584749999999999,-1.0615125,0.8931875130777441,0.010834338237605066,0.7511436754490657,0.473111116251431,0.9967775446203003,0.24889816836461442,0.7365991502695657,173,69,0.0,0.0,0.0,0.0,170.1124,0.0,0.0,0.0046,0.1282,79.6261,0.0,0.0,171.976
0.8,0.25,CsSn0.75Ge0.25(I0.20Br0.80)3,1.8222000000000003,0.0085667,-1.06357,0.8939135637305466,0.005701415002545957,0.7515957495457806,0.47116826416778046,0.9968592541602649,0.21180890316678072,0.709446059765778,183,82,0.0,0.0,0.0,0.0,181.4996,0.0,0.0,0.0007,0.0715,92.2364,0.0,0.0,182.8824
0.85,0.25,CsSn0.75Ge0.25(I0.15Br0.85)3,1.8538000000000001,0.00854865,-1.0656275,0.8946453023923807,0.002832900381888878,0.7520480957222528,0.46923339049361806,0.9969405471463578,0.1776780469883495,0.6753109069995027,193,104,0.0,0.0,0.0,0.0,192.2091,0.0,0.0,0.0,0.0224,107.8336,0.0,0.0,193.2744
0.9,0.25,CsSn0.75Ge0.25(I0.10Br0.90)3,1.8860500000000002,0.0085306,-1.067685,0.8953827961673995,0.001325436567523368,0.752500714142233,0.46730646246524654,0.9970214058854016,0.1468226416099853,0.6348732284260344,202,130,0.0,0.0,0.0,0.0,201.8989,0.0,0.0,0.0,0.0,125.7432,0.0,0.0,202.6158
0.95,0.25,CsSn0.75Ge0.25(I0.05Br0.95)3,1.9189500000000002,0.008512549999999999,-1.0697425,0.8961261132194706,0.000582306632570046,0.7529536049695702,0.465387447453514,0.9971018122015307,0.1194314021753939,0.5890683176674746,209,160,0.0,0.0,0.0,0.0,210.3102,0.0,0.0,0.0,0.0,144.8089,0.0,0.0,210.6124
1.0,0.25,CsSn0.75Ge0.25(I0.00Br1.00)3,1.9525000000000001,0.008494499999999999,-1.0718,0.8968753227931767,0.00023953630749285666,0.7534067683682121,0.4634763129632615,0.9971817474226408,0.09556540022940942,0.5390513483145348,216,179,0.0,0.0,0.0,0.0,217.3541,0.0,0.0,0.0,0.0,163.5254,0.0,0.0,217.3158
0.0,0.3,CsSn0.70Ge0.30I3,1.424,0.008266599999999999,-0.9619800000000001,0.889058757239172,0.8548750167246699,0.7591519429107251,0.5773191764436627,0.9962930526869249,0.7816432910159744,0.5324018103550286,7,181,0.046,0.6253,0.917,0.999,11.7868,0.0,0.0,0.0,0.0,156.9654,0.0062,1.0,7.124
0.05,0.3,CsSn0.70Ge0.30(I0.95Br0.05)3,1.4460749999999998,0.008249939999999999,-0.9638990000000001,0.8897341125477499,0.7787678037198753,0.7595736423707341,0.575107672036096,0.9963746104609355,0.7630226359473852,0.5676969274469097,11,169,0.0,0.4134,0.8863,0.9984,15.556,0.0,0.0,0.0,0.0,144.7004,0.0,1.0,10.8146
0.1,0.3,CsSn0.70Ge0.30(I0.90Br0.10)3,1.4688,0.00823328,-0.9658180000000002,0.8904144999977139,0.6916645313311939,0.7599955760795468,0.5729046391152635,0.9964558635199139,0.7401363668939848,0.6030707071494988,18,152,0.0,0.0027,0.7901,0.998,21.1223,0.0,0.0,0.0,0.0,131.689,0.0,1.0,16.6032
0.15,0.3,CsSn0.70Ge0.30(I0.85Br0.15)3,1.492175,0.00821662,-0.9677370000000001,0.8910999760418816,0.5977365792546878,0.7604177441672859,0.5707100452299131,0.9965367979436517,0.7130463042788867,0.6379413563626752,24,127,0.0,0.0,0.3666,0.9741,28.6535,0.0,0.0,0.0,0.0,118.2032,0.0,0.4756,25.0562
0.2,0.3,CsSn0.70Ge0.30(I0.80Br0.20)3,1.5162,0.00819996,-0.9696560000000001,0.8917905979806567,0.5016157508758018,0.7608401467641457,0.5685238580531016,0.9966173994438536,0.6819231533613944,0.6716362995745435,37,106,0.0,0.0,0.0,0.7968,38.0049,0.0,0.0,0.0,0.0009,104.6662,0.0,0.0,36.8976
0.25,0.3,CsSn0.70Ge0.30(I0.75Br0.25)3,1.540875,0.0081833,-0.971575,0.892486423977997,0.40792021280363133,0.7612627840003929,0.566346045381719,0.9966976533542301,0.6470514028396922,0.703400013561545,54,86,0.0,0.0,0.0,0.5967,48.9185,0.0,0.0,0.0,0.055,91.545,0.0,0.0,52.3336
0.3,0.3,CsSn0.70Ge0.30(I0.70Br0.30)3,1.5661999999999998,0.00816664,-0.973494,0.8931875130777441,0.32076965471443075,0.7616856560063672,0.5641765751360136,0.9967775446203003,0.6088293597431931,0.7324082162417583,71,70,0.0,0.0,0.0,0.2447,61.0324,0.0,0.0,0.0003,0.124,79.3974,0.0,0.0,69.1784
0.35,0.3,CsSn0.70Ge0.30(I0.65Br0.35)3,1.5921750000000001,0.00814998,-0.9754130000000001,0.8938939252203238,0.24337284242550392,0.76210876291248,0.5620154153591203,0.9968570577888951,0.567763600586208,0.7577891160634707,86,59,0.0,0.0,0.0,0.0,73.9035,0.0,0.0001,0.0066,0.2196,68.5487,0.0,0.0,84.4842
0.4,0.3,CsSn0.70Ge0.30(I0.60Br0.40)3,1.6188,0.00813332,-0.977332,0.8946057212598301,0.1777600114125353,0.7625321048492154,0.5598625342165893,0.996936176997349,0.5244574284444062,0.7786520304279961,99,49,0.0,0.0,0.0,0.0,87.1889,0.0,0.0,0.0181,0.311,59.5335,0.0,0.0,97.965
0.45,0.3,CsSn0.70Ge0.30(I0.55Br0.45)3,1.646075,0.008116660000000001,-0.9792510000000001,0.8953229629815004,0.12470303040845086,0.7629556819471301,0.5577178999959168,0.9970148859623751,0.4795933320002522,0.794123126040192,111,43,0.0,0.0,0.0,0.0,100.5463,0.0,0.0,0.0242,0.3958,52.9386,0.0,0.0,110.4222
0.5,0.3,CsSn0.70Ge0.30(I0.50Br0.50)3,1.6740000000000002,0.0081,-0.98117,0.896045713119593,0.08382514790159931,0.7633794943368531,0.5555814811060792,0.9970931679686065,0.4339099209566542,0.8033873346861912,123,37,0.0,0.0,0.0,0.0,113.7973,0.0,0.0,0.0285,0.468,49.0013,0.0,0.0,122.3878
0.55,0.3,CsSn0.70Ge0.30(I0.45Br0.55)3,1.702575,0.00808334,-0.9830890000000001,0.8967740353756792,0.05386106882872144,0.7638035421490863,0.5534532460770657,0.9971710058568003,0.3881743229516303,0.8057346941077563,136,36,0.0,0.0,0.0,0.0,126.9113,0.0,0.0,0.0325,0.4871,47.9353,0.0,0.0,134.1276
0.6,0.3,CsSn0.70Ge0.30(I0.40Br0.60)3,1.7318,0.00806668,-0.9850080000000001,0.8975079944373593,0.03299919868774567,0.7642278255146037,0.5513331635594171,0.9972483820116865,0.34315151797273424,0.8006085235758964,147,40,0.0,0.0,0.0,0.0,139.7521,0.0,0.0,0.0374,0.4371,49.9796,0.0,0.0,145.6822
0.65,0.3,CsSn0.70Ge0.30(I0.35Br0.65)3,1.761675,0.00805002,-0.9869270000000001,0.8982476559974142,0.019229129006347677,0.7646523445642522,0.549221202323762,0.9973252783494556,0.29957249726021534,0.7876520640241672,158,45,0.0,0.0,0.0,0.0,152.3319,0.0,0.0001,0.0386,0.3629,55.3723,0.0,0.0,157.1388
0.7,0.3,CsSn0.70Ge0.30(I0.30Br0.70)3,1.7922,0.00803336,-0.9888460000000001,0.8989930867734071,0.010629654860906253,0.7650770994289516,0.5471173312603579,0.997401676304868,0.2581034044654124,0.7667496121265713,170,54,0.0,0.0,0.0,0.0,164.6945,0.0,0.0,0.0288,0.2726,64.37,0.0,0.0,168.514
0.75,0.3,CsSn0.70Ge0.30(I0.25Br0.75)3,1.823375,0.0080167,-0.9907650000000001,0.899744354527744,0.005559466519796508,0.7655020902396942,0.5450215193786327,0.9974775568179779,0.21931789593899892,0.7380578853242907,182,67,0.0,0.0,0.0,0.0,176.7195,0.0,0.0,0.0088,0.1777,76.9324,0.0,0.0,179.7142
0.8,0.3,CsSn0.70Ge0.30(I0.20Br0.80)3,1.8552000000000002,0.00800004,-0.9926840000000001,0.9005015280882073,0.0027436460840423752,0.765927317127545,0.5429337358067282,0.9975529003204539,0.18367481153237405,0.7020234902867059,191,87,0.0,0.0,0.0,0.0,188.0648,0.0,0.0,0.0,0.0853,92.6788,0.0,0.0,190.4528
0.85,0.3,CsSn0.70Ge0.30(I0.15Br0.85)3,1.887675,0.00798338,-0.9946030000000001,0.9012646773689766,0.0012741079224906178,0.766352780223642,0.5408539497910451,0.9976276867214862,0.15150287110004435,0.659383017561353,200,112,0.0,0.0,0.0,0.0,198.4141,0.0,0.0,0.0,0.0085,111.1157,0.0,0.0,200.257
0.9,0.3,CsSn0.70Ge0.30(I0.10Br0.90)3,1.9208,0.00796672,-0.996522,0.9020338733921491,0.0005551945306249766,0.7667784796591958,0.5387821306957904,0.9977018953932655,0.12299353073310007,0.6111434791254595,208,148,0.0,0.0,0.0,0.0,207.5199,0.0,0.0,0.0,0.0,131.1947,0.0,0.0,208.728
0.95,0.3,CsSn0.70Ge0.30(I0.05Br0.95)3,1.9545750000000002,0.007950059999999998,-0.9984410000000001,0.9028091883097716,0.000226359220976095,0.7672044155654901,0.5367182480025255,0.9977755051560186,0.09820240432279916,0.5585424925702565,215,173,0.0,0.0,0.0,0.0,215.2223,0.0,0.0,0.0,0.0,151.5455,0.0,0.0,215.822
1.0,0.3,CsSn0.70Ge0.30(I0.00Br1.00)3,1.989,0.0079334,-1.00036,0.9035906954264034,8.609818540207228e-05,0.7676305880738815,0.5346622713097182,0.9978484942625871,0.0770588642729795,0.5029896537849364,221,190,0.0,0.0,0.0,0.0,221.517,0.0,0.0,0.0,0.0,170.4953,0.0,0.0,221.6284
0.0,0.35,CsSn0.65Ge0.35I3,1.443,0.0076777,-0.89331,0.8952663048071726,0.7899737550287145,0.7742013219516978,0.6623110296990652,0.9970087054739514,0.7971808866208524,0.5858604448017152,4,161,0.0536,0.8196,0.9899,1.0,7.7962,0.0,0.0,0.0,0.0,133.8768,0.0504,1.0,4.5262
0.05,0.35,CsSn0.65Ge0.35(I0.95Br0.05)3,1.4659499999999999,0.00766243,-0.8950905000000001,0.8959695953486607,0.7029144723291024,0.7745954907320156,0.6599567344328744,0.9970849723411375,0.7736709164269332,0.623249307070755,9,138,0.0,0.6507,0.9529,1.0,12.191,0.0,0.0,0.0,0.0,120.0837,0.0,1.0,8.5618
