x_Br,z_Ge,Eg_eV,Ehull_proxy_eV_atom,Eox_proxy_eV_Sn,t,SJ_score,Tandem_score,pareto_single,pareto_tandem
0.95,0.5,2.0970750000000002,0.005699991,-0.7131959000000001,0.9305689515307759,0.03897787168589266,0.3920126432394072,True,True
1.0,0.0,1.77,0.0113,-1.429,0.8647420508778161,0.22446429688631667,0.6101572193639107,False,False
1.0,0.05,1.8065,0.010738887999999999,-1.3575557,0.870983172335635,0.1949183554493478,0.613132327234341,False,False
1.0,0.1,1.843,0.010177776,-1.2861114,0.8773150370779782,0.16677172271537233,0.6070589768048028,False,False
1.0,0.15,1.8795,0.009616663999999999,-1.2146671000000002,0.8837396386513726,0.14059049367748558,0.5922041151455214,False,False
1.0,0.2,1.916,0.009055552,-1.1432228,0.8902590294283089,0.11677584000873535,0.5692138508205655,False,False
1.0,0.25,1.9525000000000001,0.008494439999999999,-1.0717785,0.8968753227931767,0.09556814777416175,0.5390668462635808,False,False
1.0,0.3,1.989,0.007933328,-1.0003342,0.9035906954264034,0.07706125313479913,0.5030052467058929,False,False
1.0,0.35,2.0255,0.007372216,-0.9288899,0.9104073896919841,0.06122394076234545,0.46244993477179447,False,False
1.0,0.4,2.062,0.006811103999999999,-0.8574456,0.9173277161338994,0.047925690043253255,0.41890815156905165,False,False
1.0,0.45,2.0985,0.006249991999999999,-0.7860013,0.9243540560872654,0.03696382425351477,0.3738818025430376,False,False
1.0,0.5,2.135,0.0056888799999999995,-0.7145570000000001,0.931488864410409,0.028089652781584363,0.3287840920319432,True,True
