Eg_target_eV,sigma_g_eV,tau_h_eV_atom,lambda_ox_eV,t0,beta,w_g,w_h,w_ox,w_t,rank_z040_x000,rank_z045_x000,rank_z050_x000,rank_z050_x035
1.3051924762907299,0.2132425055645698,0.03676456817726699,0.3047912940582937,0.9427137438072082,34.18443365427504,1.7295842409321902,1.6371633911789947,0.9516664721319339,0.8553261387062717,4,2,1,86
1.3849504272412754,0.1613928869787005,0.02488432367141095,0.30381593604299245,0.9308656052049886,15.813740020081404,1.6378017086391796,1.2294846253439067,1.5434336074227384,0.5305685078732875,6,3,1,61
1.3367465122667177,0.12205959803260867,0.02205011120532573,0.4714111481369763,0.9148365033371614,22.760468022001255,0.8511949502755098,1.25282846342428,0.9170381462575974,0.5862692453927288,3,2,1,118
1.3551651152163717,0.1659777191487732,0.03639243370722982,0.7489602975978941,0.9431574404380666,27.001627193838612,0.6167953334793037,1.570964251209842,0.6774936016079282,0.5790535458468968,3,2,1,105
1.3020806907245515,0.1944513376109791,0.05571592414033586,0.5654334202897238,0.9356551027266686,49.12626843821305,1.9391035663806893,0.8286049887004845,1.1245666483140788,1.3138373596378852,2,1,3,117
1.3991176224130366,0.18607882359132605,0.015812540526564445,0.38323072399127567,0.9323589738830642,4.476890582189961,1.4950158211710982,1.0023654678313916,0.6122166201259838,1.42033748101101,4,2,1,106
1.3513230801951952,0.23433099116078668,0.029643939652657783,0.5347780210359712,0.9678667003704549,43.309821746105854,1.7644204397584127,1.4351972340363541,1.9598486168694598,1.8845571101663927,8,3,1,35
1.3068466095063886,0.11409049413007014,0.04522068212349373,0.3922398600218625,0.9344653296686898,46.85040304346944,0.7990487162279396,1.7067173948608534,1.5377058878640963,1.1284250813910377,3,2,1,103
1.3262056499604997,0.12519611109815326,0.0492760685656501,0.6039877428947548,0.9507398745195602,21.047995179577825,1.6870878759005166,0.6663051690810256,1.5452881389291684,1.1579554676021067,4,6,12,126
1.3463122023333598,0.1804715943975576,0.05732008148969034,0.46176850829076177,0.9114917578255296,15.256653835543021,0.8326078202163194,1.3381116737073484,0.7743195954510407,1.951437253731878,4,2,1,95
1.3772147317451138,0.17354573526697864,0.050937501639721966,0.796482101271195,0.9190665948447714,4.585690846733004,0.9291669792356608,0.5657399758609677,0.6414849007108195,0.7905276501354805,3,1,2,121
1.3727367494277707,0.22079530816486478,0.047665811612088,0.8630890968187788,0.9474371847174863,39.00750692744948,1.5310681977374219,1.5156095104432659,0.5231468073937192,1.6503278935328591,3,2,1,113
1.3989514097681186,0.11904916927164966,0.04556345673213039,0.5754855773973089,0.9081735290057552,31.842074378801293,1.8131098302370354,1.5442970009405694,0.5605312005785101,1.542681282263171,3,7,13,133
1.3510334219452453,0.10703949271755275,0.03760293208326832,0.6007083824248858,0.9016039616044573,3.9813246673519056,0.5844773067721618,1.4018077351759122,0.5253173204874572,1.3474633774868814,3,5,9,126
1.3553019468114358,0.16993528872942346,0.019946546737694262,0.6549535968279336,0.9175227308266883,30.67733810378577,1.6377397266482538,1.4769972154202982,1.4506384370518992,1.1422170804722633,3,2,1,112
1.3971947738915866,0.171211682139283,0.048689308666085354,0.9160697180594343,0.9598967520133906,23.10660238238128,1.9641565908927898,0.9222940690651158,1.0584002415721878,1.8224519321481165,3,1,2,123
1.319804708382923,0.18978621801775053,0.03645501867081066,0.7388415154060375,0.9432759601282227,14.410920116176328,1.2583966654158336,0.7488437141747248,1.3693524838277369,0.7492711455939147,3,2,1,108
1.308148606900727,0.14278569806626254,0.023941081878417134,0.5673224052437391,0.9356659680467274,35.285501012255665,0.6878549537660228,1.54459123242084,1.2204253458469232,1.8812131017012765,4,2,1,92
1.3383418241544405,0.16319805035984836,0.040224080443585816,0.5916366004747766,0.9030951952890023,4.3811055304671775,0.6834443437169418,1.1042954860074827,1.9558332913348333,1.7654568120353695,6,3,1,44
1.3937938128018288,0.15137598227956112,0.050411854226728024,0.45618366141478844,0.9202700056315818,48.40935434509059,1.069863917575887,1.7084293732384983,0.6030564507267728,1.2897747279323366,3,2,1,115
1.3779069556827337,0.16073234920128,0.019902986169490128,0.49131445441474036,0.9636645154487495,17.504499578419175,1.7433699951212491,0.5719797548076533,1.227053149361299,0.8519635038414305,3,2,1,114
1.3934766233826146,0.2147176242707395,0.04289820538339885,0.251013428677748,0.9080342924119525,7.570861357518726,1.1662828188486438,0.8348493251962272,1.4059197793642304,1.4051968322955104,11,5,1,19
1.3360886752590684,0.15840170168136902,0.0428106595826824,0.638939502876307,0.9547847943088134,28.568134435232924,1.381057258597166,0.7301539212286755,1.9665492200797166,1.0644120221172968,3,2,1,105
1.3865785230511591,0.19346120502477343,0.05990491930935443,0.9228389408180347,0.9459567491246601,17.480871718955967,1.9132174348010988,1.386677390908424,1.3829043884556818,0.5720715810230248,3,2,1,118
1.3503712554196081,0.14353607959200984,0.056825834978339554,0.5283373963709915,0.9609639719287912,10.004657939920598,1.5787432375355261,1.4979739361886961,1.8659621833996185,0.9640281874106476,3,2,1,113
1.3633513610250194,0.181885212003147,0.020574545465911885,0.7657512955345817,0.906437083244536,18.534786321187934,1.6561764385721855,1.7922568446528733,1.5724275379166528,1.9776511485128185,3,2,1,106
1.3779654019449523,0.17004922735317746,0.024280273388076607,0.33694755458364833,0.957515843387894,48.20691417196381,1.901459476524654,0.6744049156998326,1.162918959535756,1.4160685327108704,4,2,1,93
1.3042861418110436,0.21079047297883574,0.015868147003072812,0.6167913518701096,0.9101547092997291,5.371948705024978,0.7374502158686032,0.6460118550115878,1.2547674532350808,1.8430307156455776,6,3,1,50
1.3218607117793986,0.14095015897738938,0.029863716281694125,0.32812766990875286,0.9357957660060565,26.247926231678054,0.5881648577759656,1.8366000365995592,1.5655307009885024,1.348447662822909,8,3,1,33
1.3143235890554013,0.17492752139460988,0.046010710845049,0.7418116115735551,0.9110413291474726,25.67153364872127,0.6655020043779376,1.0521566079746276,1.3885120420047916,0.6588005676095874,4,2,1,84
1.3864651041427964,0.13601273327352445,0.02969046277571111,0.33151581325385965,0.9095732339405037,48.94156761490508,1.2139279224304844,1.2898083904087276,1.5329763361298487,1.3129658895129044,5,2,1,70
1.339110862452128,0.20250320988956994,0.04151102132011071,0.7557432151937048,0.9398086579379376,23.532474519373427,1.8894470022418954,0.9410039477544211,0.8485884567924327,0.8276862010565467,1,3,5,123
1.3293262912540316,0.10986737530207463,0.04780599891528159,0.4473517867814082,0.9628540185496421,26.034593764965976,1.2565814398507666,0.6932306708092069,0.9239678692609501,1.5591041693517789,5,7,14,126
1.382731861880313,0.1310395567894923,0.019519489362329577,0.8888443501519436,0.96587387307584,3.2815769022932875,0.8344960393329985,0.6788245084194642,1.6348087282321724,0.9585950758797936,3,2,1,113
1.3145192426718457,0.17401116895823976,0.034646985967779986,0.7227690992729006,0.9496513382343436,10.272049442386194,0.5285321673825718,1.5453607374631786,0.6962201006254614,0.980282073014111,3,2,1,99
1.3791141948665449,0.16367055940569725,0.04818520057765091,0.4242278973811154,0.9314075773940406,16.600244005230806,0.6128473484709787,1.703973187750878,1.2016393482557717,0.8990168072358243,8,3,1,35
1.3473981656953167,0.24379021192361283,0.02111007626969635,0.6433340909945534,0.9473128994202932,6.324198423104159,0.6401110196391723,0.7757750089028207,0.7666584946967073,0.9511167648145407,6,3,1,39
1.3661412118050034,0.1579127377039311,0.030866264707563828,0.25425523639122194,0.9695625361495297,40.731715486955025,1.1557270378752944,0.6859957008250304,1.0394521457311303,1.188558527259723,6,3,1,56
1.3903276346034057,0.1721566638676602,0.033393622357160174,0.6447526044493601,0.9309144168246017,43.300237080372,1.957403770220144,1.5885606179369085,1.812786435292515,0.8185155953403671,4,2,1,106
1.3961456416259517,0.18123202875573174,0.016016082716960568,0.2610378221154032,0.9593938877669062,8.854304474952947,1.8227919187016288,1.164057885206855,1.547495438451118,1.0494174506779872,8,3,1,39
1.3817217525066372,0.17637502182439863,0.039772554325445145,0.8683898046172972,0.9427167973950656,6.7392783728494345,1.5392769198748308,1.9936455870514473,0.5124711697918795,1.7965918312897233,1,2,4,126
1.3804589949570976,0.108901478044359,0.058306671645434315,0.9655494559477125,0.9463922690021502,20.264206238904006,0.5232092045733903,0.800931167432789,1.5836791648048087,0.7617480754831542,3,2,1,114
1.3556985732739792,0.10098618470518107,0.0599922089989341,0.9954316891805689,0.966819864201372,17.150932217705225,1.6527908793385064,0.811599491761057,0.5635481294766603,1.5005469819087158,31,40,49,133
1.3383881723156061,0.23035094661209998,0.029587923628857003,0.28089364072631295,0.9490998213175437,46.26917718640235,1.0758586122012872,1.6012512089403887,1.2166913359122666,1.7606470921386006,11,4,1,20
1.3223590991692622,0.21293213973141206,0.02820625386369022,0.6742161054959024,0.9038174595009143,3.090670003010704,1.4562239960948358,0.6262685988520716,0.9947193419155975,1.0461920055610554,3,2,1,114
1.3883282784152675,0.10604005369835492,0.05861565095866149,0.9764048399021636,0.9625397152075926,16.93184215384315,1.3883532147193207,0.6589844485876979,1.9508442859362527,1.3602177180702637,1,3,5,127
1.3716694480709957,0.2166659716058519,0.019575091551916425,0.38863985798371703,0.95893750197237,0.4422336314615334,1.189702422968743,0.7805649964318955,1.3051241407441814,0.9358385170482426,8,3,1,35
1.3476577465361956,0.18797284050058344,0.015607471090316771,0.42404045295859816,0.9607815529876431,33.82458941741949,1.044912693497095,0.5424241313513166,1.5983693288662324,1.2686219293944592,8,3,1,36
1.3923396919389985,0.14665785629257672,0.0506749981159583,0.563230959255276,0.9443739797424182,12.858620953046737,1.1115757498776024,1.842071991295957,0.920287456535622,1.9711579129666046,3,2,1,114
1.3835154927151867,0.11140766095995003,0.03827278252984416,0.9812958305782854,0.9468758254157664,4.243322591706457,0.7795337099824675,1.787823883952428,0.6423100655852809,0.6991850408814311,2,4,7,127
1.3866063382371292,0.17205841069148498,0.04036894462225264,0.9724731851437645,0.9483315732059273,30.513552212966232,1.976591537244641,0.93934094262912,1.7085295209235714,0.9777210577879447,3,2,1,119
1.302364049380946,0.1907150531675832,0.05744522228688649,0.9604411558752899,0.9399651513976983,15.643079605759711,1.6682336622961784,1.6127021978632847,0.644178646649487,0.8260615157557674,14,24,31,127
1.3792705687510673,0.20635212339378223,0.024657758008818448,0.436617609032964,0.9621633633317621,40.26260283070581,0.796042824501407,0.9777777037989415,1.6744435036905478,1.1073396786627923,11,5,1,18
1.3192229838969705,0.20130949086602518,0.025395071084707704,0.6359726001748967,0.9071717663264252,30.018304677818453,1.0692970035183889,1.4838585299971758,0.9424912095465038,1.1968854315816033,3,2,1,101
1.3138111605891816,0.1820045225602765,0.023388674704918518,0.42467144766334164,0.9664571676298068,33.50881856851037,1.9292441133435487,0.5524730414179213,1.5872606026719975,0.7659210844990969,3,2,1,103
1.354298126585946,0.13578233874399906,0.021912733311145585,0.43652123333994464,0.9198348048056786,7.904420386286873,1.0936650922318258,1.0926990616506962,0.9318742831072011,0.6554414998304915,3,2,1,116
1.375758031011549,0.19937086820135344,0.0424429874694936,0.8125712629540561,0.9098813828421198,5.001217913895723,1.3619139162976266,1.648917969855284,1.0446363436050312,0.5341028221943553,3,2,1,113
1.3050972320361862,0.174884135563669,0.030445207978497146,0.970030790168956,0.9098493072997891,17.0957849452518,1.834946056398421,1.3453070895349235,0.520423319883102,0.5591300570362162,25,32,40,133
